component,log_points,pct_gap
Endowment effect,-0.09795258540900972,-9.330810683998125
Coefficient effect,0.3242217456545101,38.2953937147235
Interaction effect,0.03108215784607455,3.1570251995092447
Total gap,0.25735131809204503,29.349947671222097
